Código,Nome empresa,cd2,link Bovespa,Nome completo empresa,Link trading view,Link google,Segmento empresa,SETOR,SUBSETOR,SEGMENTO
BRAP3,BRADESPAR,BRAP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18724,BRADESPAR S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRAP3,https://www.google.com/search?q=BRADESPAR Minerais Metálicos,Minerais Metálicos,Materiais Básicos,Mineração,Minerais Metálicos
BRAP3,BRADESPAR,BRAP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18724,BRADESPAR S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRAP3,https://www.google.com/search?q=BRADESPAR Minerais Metálicos,Minerais Metálicos,Materiais Básicos,Mineração,Minerais Metálicos
BRDT3,PETROBRAS BR,BRDT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24295,PETROBRAS DISTRIBUIDORA S/A,https://br.tradingview.com/symbols/BMFBOVESPA-BRDT3,"https://www.google.com/search?q=PETROBRAS BR Exploração, Refino e Distribuição","Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição"
BRFS3,BRF SA,BRFS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16292,BRF S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRFS3,https://www.google.com/search?q=BRF SA Carnes e Derivados,Carnes e Derivados,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
BRGE11,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE11,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRGE12,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE12,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRGE3,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE3,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRGE5,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE5,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRGE6,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE6,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRGE7,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE7,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRGE8,ALFA CONSORC,BRGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRGE8,https://www.google.com/search?q=ALFA CONSORC Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
BRIV3,ALFA INVEST,BRIV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1384,BCO ALFA DE INVESTIMENTO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRIV3,https://www.google.com/search?q=ALFA INVEST Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BRIV4,ALFA INVEST,BRIV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1384,BCO ALFA DE INVESTIMENTO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRIV4,https://www.google.com/search?q=ALFA INVEST Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BRKM3,BRASKEM,BRKM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4820,BRASKEM S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRKM3,https://www.google.com/search?q=BRASKEM Petroquímicos,Petroquímicos,Materiais Básicos,Químicos,Petroquímicos
BRKM5,BRASKEM,BRKM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4820,BRASKEM S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRKM5,https://www.google.com/search?q=BRASKEM Petroquímicos,Petroquímicos,Materiais Básicos,Químicos,Petroquímicos
BRKM6,BRASKEM,BRKM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4820,BRASKEM S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRKM6,https://www.google.com/search?q=BRASKEM Petroquímicos,Petroquímicos,Materiais Básicos,Químicos,Petroquímicos
BRML3,BR MALLS PAR,BRML,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19909,BR MALLS PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRML3,https://www.google.com/search?q=BR MALLS PAR Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
BRPR3,BR PROPERT,BRPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19925,BR PROPERTIES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRPR3,https://www.google.com/search?q=BR PROPERT Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
BRQB3,BRQ,BRQB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23817,BRQ SOLUCOES EM INFORMATICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRQB3,https://www.google.com/search?q=BRQ Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
BRSR3,BANRISUL,BRSR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1210,BCO ESTADO DO RIO GRANDE DO SUL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRSR3,https://www.google.com/search?q=BANRISUL Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BRSR5,BANRISUL,BRSR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1210,BCO ESTADO DO RIO GRANDE DO SUL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRSR5,https://www.google.com/search?q=BANRISUL Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BRSR6,BANRISUL,BRSR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=1210,BCO ESTADO DO RIO GRANDE DO SUL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BRSR6,https://www.google.com/search?q=BANRISUL Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BSEV3,BIOSEV,BSEV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22845,BIOSEV S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BSEV3,https://www.google.com/search?q=BIOSEV Açucar e Alcool,Açucar e Alcool,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
BSLI3,BRB BANCO,BSLI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14206,BRB BCO DE BRASILIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BSLI3,https://www.google.com/search?q=BRB BANCO Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BSLI4,BRB BANCO,BSLI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14206,BRB BCO DE BRASILIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BSLI4,https://www.google.com/search?q=BRB BANCO Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
BTOW3,B2W DIGITAL,BTOW,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20990,B2W - COMPANHIA DIGITAL,https://br.tradingview.com/symbols/BMFBOVESPA-BTOW3,https://www.google.com/search?q=B2W DIGITAL Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
BTTL3,BATTISTELLA,BTTL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15458,BATTISTELLA ADM PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-BTTL3,https://www.google.com/search?q=BATTISTELLA Material de Transporte,Material de Transporte,Bens Industriais,Comércio,Material de Transporte
CABI3B,CABINDA PART,CABI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19119,CABINDA PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CABI3B,https://www.google.com/search?q=CABINDA PART Outros,Outros,Outros,Outros,Outros
CACO3B,CACONDE PART,CACO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19135,CACONDE PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CACO3B,https://www.google.com/search?q=CACONDE PART Outros,Outros,Outros,Outros,Outros
CALI3,CONST A LIND,CALI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4723,CONSTRUTORA ADOLPHO LINDENBERG S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CALI3,https://www.google.com/search?q=CONST A LIND Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
CALI4,CONST A LIND,CALI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4723,CONSTRUTORA ADOLPHO LINDENBERG S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CALI4,https://www.google.com/search?q=CONST A LIND Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
CAMB3,CAMBUCI,CAMB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2100,CAMBUCI S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CAMB3,https://www.google.com/search?q=CAMBUCI Calçados,Calçados,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados
CAML3,CAMIL,CAML,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24228,CAMIL ALIMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CAML3,https://www.google.com/search?q=CAMIL Alimentos Diversos,Alimentos Diversos,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
CARD3,CSU CARDSYST,CARD,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20044,CSU CARDSYSTEM S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CARD3,https://www.google.com/search?q=CSU CARDSYST Serviços Diversos,Serviços Diversos,Bens Industriais,Serviços Diversos,Serviços Diversos
CASH3,MELIUZ,CASH,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25232&idioma=pt-br,MÉLIUZ S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CASH3,https://www.google.com/search?q=MELIUZ Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
CASN3,CASAN,CASN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16861,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,https://br.tradingview.com/symbols/BMFBOVESPA-CASN3,https://www.google.com/search?q=CASAN Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
CASN4,CASAN,CASN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16861,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,https://br.tradingview.com/symbols/BMFBOVESPA-CASN4,https://www.google.com/search?q=CASAN Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
CATA3,IND CATAGUAS,CATA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3395&idioma=pt-br,CIA INDUSTRIAL CATAGUASES,https://br.tradingview.com/symbols/BMFBOVESPA-CATA3,https://www.google.com/search?q=IND CATAGUAS Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
CATA4,IND CATAGUAS,CATA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3395&idioma=pt-br,CIA INDUSTRIAL CATAGUASES,https://br.tradingview.com/symbols/BMFBOVESPA-CATA4,https://www.google.com/search?q=IND CATAGUAS Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
CBEE3,AMPLA ENERG,CBEE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3050,AMPLA ENERGIA E SERVICOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CBEE3,https://www.google.com/search?q=AMPLA ENERG Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CCPR3,CYRE COM-CCP,CCPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21040,CYRELA COMMERCIAL PROPERT S.A. EMPR PART,https://br.tradingview.com/symbols/BMFBOVESPA-CCPR3,https://www.google.com/search?q=CYRE COM-CCP Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
CCRO3,CCR SA,CCRO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18821,CCR S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CCRO3,https://www.google.com/search?q=CCR SA Exploração de Rodovias,Exploração de Rodovias,Bens Industriais,Transporte,Exploração de Rodovias
CEAB3,CEA MODAS,CEAB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24848&idioma=pt-br,CEA MODAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CEAB3,"https://www.google.com/search?q=CEA MODAS Tecidos, Vestuário e Calçados","Tecidos, Vestuário e Calçados",Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados"
CEBR3,CEB,CEBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14451,CIA ENERGETICA DE BRASILIA,https://br.tradingview.com/symbols/BMFBOVESPA-CEBR3,https://www.google.com/search?q=CEB Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEBR5,CEB,CEBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14451,CIA ENERGETICA DE BRASILIA,https://br.tradingview.com/symbols/BMFBOVESPA-CEBR5,https://www.google.com/search?q=CEB Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEBR6,CEB,CEBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14451,CIA ENERGETICA DE BRASILIA,https://br.tradingview.com/symbols/BMFBOVESPA-CEBR6,https://www.google.com/search?q=CEB Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEDO3,CEDRO,CEDO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,https://br.tradingview.com/symbols/BMFBOVESPA-CEDO3,https://www.google.com/search?q=CEDRO Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
CEDO4,CEDRO,CEDO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,https://br.tradingview.com/symbols/BMFBOVESPA-CEDO4,https://www.google.com/search?q=CEDRO Fios e Tecidos,Fios e Tecidos,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos
CEEB3,COELBA,CEEB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14524,CIA ELETRICIDADE EST. DA BAHIA - COELBA,https://br.tradingview.com/symbols/BMFBOVESPA-CEEB3,https://www.google.com/search?q=COELBA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEEB5,COELBA,CEEB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14524,CIA ELETRICIDADE EST. DA BAHIA - COELBA,https://br.tradingview.com/symbols/BMFBOVESPA-CEEB5,https://www.google.com/search?q=COELBA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEEB6,COELBA,CEEB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14524,CIA ELETRICIDADE EST. DA BAHIA - COELBA,https://br.tradingview.com/symbols/BMFBOVESPA-CEEB6,https://www.google.com/search?q=COELBA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEED3,CEEE-D,CEED,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20648,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,https://br.tradingview.com/symbols/BMFBOVESPA-CEED3,https://www.google.com/search?q=CEEE-D Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEED4,CEEE-D,CEED,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20648,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,https://br.tradingview.com/symbols/BMFBOVESPA-CEED4,https://www.google.com/search?q=CEEE-D Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEGR3,CEG,CEGR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16616,CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG,https://br.tradingview.com/symbols/BMFBOVESPA-CEGR3,https://www.google.com/search?q=CEG Gás,Gás,Utilidade Pública,Gás,Gás
CEPE3,CELPE,CEPE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14362,CIA ENERGETICA DE PERNAMBUCO - CELPE,https://br.tradingview.com/symbols/BMFBOVESPA-CEPE3,https://www.google.com/search?q=CELPE Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEPE5,CELPE,CEPE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14362,CIA ENERGETICA DE PERNAMBUCO - CELPE,https://br.tradingview.com/symbols/BMFBOVESPA-CEPE5,https://www.google.com/search?q=CELPE Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEPE6,CELPE,CEPE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14362,CIA ENERGETICA DE PERNAMBUCO - CELPE,https://br.tradingview.com/symbols/BMFBOVESPA-CEPE6,https://www.google.com/search?q=CELPE Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP3,CESP,CESP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2577,CESP - CIA ENERGETICA DE SAO PAULO,https://br.tradingview.com/symbols/BMFBOVESPA-CESP3,https://www.google.com/search?q=CESP Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP5,CESP,CESP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2577,CESP - CIA ENERGETICA DE SAO PAULO,https://br.tradingview.com/symbols/BMFBOVESPA-CESP5,https://www.google.com/search?q=CESP Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP6,CESP,CESP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=2577,CESP - CIA ENERGETICA DE SAO PAULO,https://br.tradingview.com/symbols/BMFBOVESPA-CESP6,https://www.google.com/search?q=CESP Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
CGAS3,COMGAS,CGAS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15636,CIA GAS DE SAO PAULO - COMGAS,https://br.tradingview.com/symbols/BMFBOVESPA-CGAS3,https://www.google.com/search?q=COMGAS Gás,Gás,Utilidade Pública,Gás,Gás
CGAS5,COMGAS,CGAS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15636,CIA GAS DE SAO PAULO - COMGAS,https://br.tradingview.com/symbols/BMFBOVESPA-CGAS5,https://www.google.com/search?q=COMGAS Gás,Gás,Utilidade Pública,Gás,Gás
CGRA3,GRAZZIOTIN,CGRA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4537,GRAZZIOTIN S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CGRA3,"https://www.google.com/search?q=GRAZZIOTIN Tecidos, Vestuário e Calçados","Tecidos, Vestuário e Calçados",Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados"
CGRA4,GRAZZIOTIN,CGRA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4537,GRAZZIOTIN S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-CGRA4,"https://www.google.com/search?q=GRAZZIOTIN Tecidos, Vestuário e Calçados","Tecidos, Vestuário e Calçados",Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados"
